studyhours,attendance,resources,extracurricular,motivation,internet,gender,age,learningstyle,onlinecourses,discussions,assignmentcompletion,examscore,edutech,stresslevel,finalgrade
21,84,Some,No,Medium,Yes,Male,23,Visual,11,Rarely,79,56,Yes,High,Good
21,84,Many,Yes,Low,Yes,Male,23,Visual,11,Rarely,79,56,Yes,High,Good
18,94,Many,Yes,Medium,Yes,Female,21,Visual,0,Often,83,93,Yes,High,Fail
18,94,Many,Yes,Medium,Yes,Female,29,Visual,17,Often,55,51,Yes,High,Excellent
18,94,Some,Yes,High,Yes,Female,21,Visual,0,Often,83,93,Yes,High,Fail
18,94,Some,Yes,High,Yes,Female,29,Visual,17,Often,55,51,Yes,High,Excellent
18,94,Many,Yes,Low,Yes,Female,21,Visual,0,Often,83,93,Yes,High,Fail
18,94,Many,Yes,Low,Yes,Female,29,Visual,17,Often,55,51,Yes,High,Excellent
18,94,Some,Yes,Medium,Yes,Female,21,Visual,0,Often,83,93,Yes,High,Fail
18,94,Some,Yes,Medium,Yes,Female,29,Visual,17,Often,55,51,Yes,High,Excellent
18,94,Some,No,Low,Yes,Female,21,Visual,0,Often,83,93,Yes,High,Fail
18,94,Some,No,Low,Yes,Female,29,Visual,17,Often,55,51,Yes,High,Excellent
18,94,Some,Yes,Low,No,Female,21,Visual,0,Often,83,93,Yes,High,Fail
18,94,Some,Yes,Low,No,Female,29,Visual,17,Often,55,51,Yes,High,Excellent
11,98,Some,Yes,Low,Yes,Female,25,Visual,11,Rarely,77,81,Yes,Low,Average
11,98,Some,Yes,Low,Yes,Female,25,Auditory,7,Often,94,52,Yes,High,Excellent
11,98,Some,Yes,Low,Yes,Female,26,Visual,12,Rarely,58,87,No,High,Fail
11,98,Many,Yes,High,Yes,Female,25,Visual,11,Rarely,77,81,Yes,Low,Average
11,98,Many,Yes,High,Yes,Female,25,Auditory,7,Often,94,52,Yes,High,Excellent
11,98,Many,Yes,High,Yes,Female,26,Visual,12,Rarely,58,87,No,High,Fail
16,70,Some,Yes,Medium,Yes,Female,28,Auditory,7,Often,94,84,Yes,Low,Average
16,70,Some,Yes,Medium,Yes,Female,22,Visual,20,Rarely,89,83,Yes,High,Average
16,70,Some,Yes,Medium,Yes,Female,19,Auditory,20,Often,53,86,Yes,High,Fail
16,70,Many,Yes,High,Yes,Female,28,Auditory,7,Often,94,84,Yes,Low,Average
16,70,Many,Yes,High,Yes,Female,22,Visual,20,Rarely,89,83,Yes,High,Average
16,70,Many,Yes,High,Yes,Female,19,Auditory,20,Often,53,86,Yes,High,Fail
17,78,Some,Yes,Medium,Yes,Male,24,Visual,14,Often,84,59,No,Low,Good
17,78,Some,Yes,Medium,Yes,Male,26,Kinesthetic,9,Rarely,90,85,Yes,High,Fail
17,78,Some,Yes,Medium,Yes,Male,29,Visual,20,Often,58,85,No,High,Fail
17,78,Many,No,Medium,Yes,Male,24,Visual,14,Often,84,59,No,Low,Good
17,78,Many,No,Medium,Yes,Male,26,Kinesthetic,9,Rarely,90,85,Yes,High,Fail
17,78,Many,No,Medium,Yes,Male,29,Visual,20,Often,58,85,No,High,Fail
17,78,Some,No,Medium,No,Male,24,Visual,14,Often,84,59,No,Low,Good
17,78,Some,No,Medium,No,Male,26,Kinesthetic,9,Rarely,90,85,Yes,High,Fail
17,78,Some,No,Medium,No,Male,29,Visual,20,Often,58,85,No,High,Fail
17,78,Some,Yes,Low,Yes,Male,24,Visual,14,Often,84,59,No,Low,Good
17,78,Some,Yes,Low,Yes,Male,26,Kinesthetic,9,Rarely,90,85,Yes,High,Fail
17,78,Some,Yes,Low,Yes,Male,29,Visual,20,Often,58,85,No,High,Fail
26,61,Some,Yes,Medium,Yes,Male,28,Auditory,20,Rarely,69,99,Yes,High,Fail
26,61,Some,Yes,High,Yes,Male,28,Auditory,20,Rarely,69,99,Yes,High,Fail
26,61,Many,Yes,Medium,No,Male,28,Auditory,20,Rarely,69,99,Yes,High,Fail
22,86,Some,Yes,Low,Yes,Female,23,Visual,9,Rarely,60,47,Yes,High,Excellent
22,86,Some,Yes,Low,Yes,Female,24,Kinesthetic,6,Often,73,55,Yes,High,Good
22,86,Some,Yes,Low,Yes,Female,19,Visual,8,Rarely,100,87,Yes,Low,Fail
22,86,Some,Yes,Low,Yes,Female,24,Kinesthetic,7,Often,86,96,Yes,High,Fail
22,86,Some,No,Medium,Yes,Female,23,Visual,9,Rarely,60,47,Yes,High,Excellent
22,86,Some,No,Medium,Yes,Female,24,Kinesthetic,6,Often,73,55,Yes,High,Good
22,86,Some,No,Medium,Yes,Female,19,Visual,8,Rarely,100,87,Yes,Low,Fail
22,86,Some,No,Medium,Yes,Female,24,Kinesthetic,7,Often,86,96,Yes,High,Fail
22,86,Some,Yes,High,Yes,Female,23,Visual,9,Rarely,60,47,Yes,High,Excellent
22,86,Some,Yes,High,Yes,Female,24,Kinesthetic,6,Often,73,55,Yes,High,Good
22,86,Some,Yes,High,Yes,Female,19,Visual,8,Rarely,100,87,Yes,Low,Fail
22,86,Some,Yes,High,Yes,Female,24,Kinesthetic,7,Often,86,96,Yes,High,Fail
22,86,Some,Yes,Medium,Yes,Female,23,Visual,9,Rarely,60,47,Yes,High,Excellent
22,86,Some,Yes,Medium,Yes,Female,24,Kinesthetic,6,Often,73,55,Yes,High,Good
22,86,Some,Yes,Medium,Yes,Female,19,Visual,8,Rarely,100,87,Yes,Low,Fail
22,86,Some,Yes,Medium,Yes,Female,24,Kinesthetic,7,Often,86,96,Yes,High,Fail
22,86,Some,No,Low,Yes,Female,23,Visual,9,Rarely,60,47,Yes,High,Excellent
22,86,Some,No,Low,Yes,Female,24,Kinesthetic,6,Often,73,55,Yes,High,Good
22,86,Some,No,Low,Yes,Female,19,Visual,8,Rarely,100,87,Yes,Low,Fail
22,86,Some,No,Low,Yes,Female,24,Kinesthetic,7,Often,86,96,Yes,High,Fail
22,86,Some,No,High,Yes,Female,23,Visual,9,Rarely,60,47,Yes,High,Excellent
22,86,Some,No,High,Yes,Female,24,Kinesthetic,6,Often,73,55,Yes,High,Good
22,86,Some,No,High,Yes,Female,19,Visual,8,Rarely,100,87,Yes,Low,Fail
22,86,Some,No,High,Yes,Female,24,Kinesthetic,7,Often,86,96,Yes,High,Fail
9,77,Some,No,Medium,Yes,Female,24,Kinesthetic,4,Often,63,76,Yes,Low,Average
9,77,Some,No,Medium,Yes,Female,18,Auditory,3,Often,61,65,Yes,Low,Good
9,77,Some,No,Medium,Yes,Female,28,Visual,16,Rarely,51,66,Yes,High,Good
9,77,Some,No,Low,Yes,Female,24,Kinesthetic,4,Often,63,76,Yes,Low,Average
9,77,Some,No,Low,Yes,Female,18,Auditory,3,Often,61,65,Yes,Low,Good
9,77,Some,No,Low,Yes,Female,28,Visual,16,Rarely,51,66,Yes,High,Good
9,77,Many,Yes,Medium,Yes,Female,24,Kinesthetic,4,Often,63,76,Yes,Low,Average
9,77,Many,Yes,Medium,Yes,Female,18,Auditory,3,Often,61,65,Yes,Low,Good
9,77,Many,Yes,Medium,Yes,Female,28,Visual,16,Rarely,51,66,Yes,High,Good
22,71,Some,Yes,Low,Yes,Female,20,Visual,18,Rarely,71,52,Yes,High,Excellent
22,71,Some,No,High,Yes,Female,20,Visual,18,Rarely,71,52,Yes,High,Excellent
22,71,Some,No,Low,Yes,Female,20,Visual,18,Rarely,71,52,Yes,High,Excellent
22,71,Some,Yes,Medium,Yes,Female,20,Visual,18,Rarely,71,52,Yes,High,Excellent
22,71,Many,Yes,Medium,Yes,Female,20,Visual,18,Rarely,71,52,Yes,High,Excellent
18,68,Some,No,Medium,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Some,No,Medium,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
18,68,Many,No,Low,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Many,No,Low,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
18,68,Many,Yes,Low,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Many,Yes,Low,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
18,68,Many,Yes,High,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Many,Yes,High,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
18,68,Some,Yes,High,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Some,Yes,High,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
18,68,Some,Yes,Medium,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Some,Yes,Medium,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
18,68,Many,No,Medium,Yes,Female,26,Visual,20,Rarely,93,92,No,High,Fail
18,68,Many,No,Medium,Yes,Female,18,Kinesthetic,20,Rarely,55,98,No,Low,Fail
16,86,Some,Yes,Medium,Yes,Female,26,Visual,10,Often,92,94,Yes,Medium,Fail
16,86,Some,Yes,Medium,Yes,Female,18,Auditory,15,Often,100,98,Yes,Medium,Fail
16,86,Some,Yes,Medium,Yes,Female,29,Visual,15,Rarely,60,92,Yes,High,Fail
16,86,Many,No,Medium,Yes,Female,26,Visual,10,Often,92,94,Yes,Medium,Fail
16,86,Many,No,Medium,Yes,Female,18,Auditory,15,Often,100,98,Yes,Medium,Fail
16,86,Many,No,Medium,Yes,Female,29,Visual,15,Rarely,60,92,Yes,High,Fail
16,86,Some,Yes,Low,Yes,Female,26,Visual,10,Often,92,94,Yes,Medium,Fail
16,86,Some,Yes,Low,Yes,Female,18,Auditory,15,Often,100,98,Yes,Medium,Fail
16,86,Some,Yes,Low,Yes,Female,29,Visual,15,Rarely,60,92,Yes,High,Fail
16,86,Some,Yes,High,Yes,Female,26,Visual,10,Often,92,94,Yes,Medium,Fail
16,86,Some,Yes,High,Yes,Female,18,Auditory,15,Often,100,98,Yes,Medium,Fail
16,86,Some,Yes,High,Yes,Female,29,Visual,15,Rarely,60,92,Yes,High,Fail
16,86,Some,No,High,Yes,Female,26,Visual,10,Often,92,94,Yes,Medium,Fail
16,86,Some,No,High,Yes,Female,18,Auditory,15,Often,100,98,Yes,Medium,Fail
16,86,Some,No,High,Yes,Female,29,Visual,15,Rarely,60,92,Yes,High,Fail
16,86,Some,No,Low,Yes,Female,26,Visual,10,Often,92,94,Yes,Medium,Fail
16,86,Some,No,Low,Yes,Female,18,Auditory,15,Often,100,98,Yes,Medium,Fail
16,86,Some,No,Low,Yes,Female,29,Visual,15,Rarely,60,92,Yes,High,Fail
24,77,Some,No,Medium,Yes,Male,22,Visual,13,Often,99,66,No,Low,Good
24,77,Some,No,Medium,Yes,Male,19,Visual,13,Rarely,82,51,Yes,High,Excellent
24,77,Some,No,Medium,Yes,Male,26,Kinesthetic,16,Rarely,76,62,Yes,Low,Good
24,77,Some,No,Medium,Yes,Male,19,Auditory,10,Often,71,62,No,Medium,Good
24,77,Many,No,High,Yes,Male,22,Visual,13,Often,99,66,No,Low,Good
24,77,Many,No,High,Yes,Male,19,Visual,13,Rarely,82,51,Yes,High,Excellent
24,77,Many,No,High,Yes,Male,26,Kinesthetic,16,Rarely,76,62,Yes,Low,Good
24,77,Many,No,High,Yes,Male,19,Auditory,10,Often,71,62,No,Medium,Good
24,77,Some,No,High,Yes,Male,22,Visual,13,Often,99,66,No,Low,Good
24,77,Some,No,High,Yes,Male,19,Visual,13,Rarely,82,51,Yes,High,Excellent
24,77,Some,No,High,Yes,Male,26,Kinesthetic,16,Rarely,76,62,Yes,Low,Good
24,77,Some,No,High,Yes,Male,19,Auditory,10,Often,71,62,No,Medium,Good
26,67,Many,Yes,Low,Yes,Male,26,Visual,0,Often,91,82,No,Low,Average
26,67,Many,Yes,Low,Yes,Male,18,Visual,15,Rarely,75,43,Yes,Medium,Excellent
26,67,Many,Yes,Low,Yes,Male,19,Visual,0,Often,100,63,Yes,High,Good
26,67,Many,No,Medium,Yes,Male,26,Visual,0,Often,91,82,No,Low,Average
26,67,Many,No,Medium,Yes,Male,18,Visual,15,Rarely,75,43,Yes,Medium,Excellent
26,67,Many,No,Medium,Yes,Male,19,Visual,0,Often,100,63,Yes,High,Good
26,67,Some,Yes,Medium,Yes,Male,26,Visual,0,Often,91,82,No,Low,Average
26,67,Some,Yes,Medium,Yes,Male,18,Visual,15,Rarely,75,43,Yes,Medium,Excellent
26,67,Some,Yes,Medium,Yes,Male,19,Visual,0,Often,100,63,Yes,High,Good
26,67,Some,No,Medium,Yes,Male,26,Visual,0,Often,91,82,No,Low,Average
26,67,Some,No,Medium,Yes,Male,18,Visual,15,Rarely,75,43,Yes,Medium,Excellent
26,67,Some,No,Medium,Yes,Male,19,Visual,0,Often,100,63,Yes,High,Good
26,88,Many,Yes,Medium,Yes,Female,28,Kinesthetic,4,Often,98,62,Yes,Medium,Good
26,88,Many,Yes,Medium,Yes,Female,19,Visual,9,Rarely,55,50,Yes,High,Excellent
26,88,Many,Yes,Medium,Yes,Female,28,Auditory,4,Often,54,54,Yes,High,Excellent
26,88,Some,No,Low,Yes,Female,28,Kinesthetic,4,Often,98,62,Yes,Medium,Good
26,88,Some,No,Low,Yes,Female,19,Visual,9,Rarely,55,50,Yes,High,Excellent
26,88,Some,No,Low,Yes,Female,28,Auditory,4,Often,54,54,Yes,High,Excellent
26,88,Many,No,Medium,Yes,Female,28,Kinesthetic,4,Often,98,62,Yes,Medium,Good
26,88,Many,No,Medium,Yes,Female,19,Visual,9,Rarely,55,50,Yes,High,Excellent
26,88,Many,No,Medium,Yes,Female,28,Auditory,4,Often,54,54,Yes,High,Excellent
26,88,Some,Yes,Medium,Yes,Female,28,Kinesthetic,4,Often,98,62,Yes,Medium,Good
26,88,Some,Yes,Medium,Yes,Female,19,Visual,9,Rarely,55,50,Yes,High,Excellent
26,88,Some,Yes,Medium,Yes,Female,28,Auditory,4,Often,54,54,Yes,High,Excellent
15,83,Many,No,Low,No,Male,20,Visual,5,Rarely,50,93,Yes,Medium,Fail
15,83,Many,No,Low,No,Male,22,Auditory,9,Often,69,64,Yes,Medium,Good
15,83,Some,Yes,Medium,Yes,Male,20,Visual,5,Rarely,50,93,Yes,Medium,Fail
15,83,Some,Yes,Medium,Yes,Male,22,Auditory,9,Often,69,64,Yes,Medium,Good
15,83,Some,No,Medium,Yes,Male,20,Visual,5,Rarely,50,93,Yes,Medium,Fail
15,83,Some,No,Medium,Yes,Male,22,Auditory,9,Often,69,64,Yes,Medium,Good
15,83,Many,Yes,Medium,Yes,Male,20,Visual,5,Rarely,50,93,Yes,Medium,Fail
15,83,Many,Yes,Medium,Yes,Male,22,Auditory,9,Often,69,64,Yes,Medium,Good
15,83,Many,No,Low,Yes,Male,20,Visual,5,Rarely,50,93,Yes,Medium,Fail
15,83,Many,No,Low,Yes,Male,22,Auditory,9,Often,69,64,Yes,Medium,Good
15,83,Some,Yes,Low,Yes,Male,20,Visual,5,Rarely,50,93,Yes,Medium,Fail
15,83,Some,Yes,Low,Yes,Male,22,Auditory,9,Often,69,64,Yes,Medium,Good
22,65,Some,No,Medium,Yes,Male,24,Visual,11,Often,79,42,Yes,High,Excellent
22,65,Many,Yes,Medium,Yes,Male,24,Visual,11,Often,79,42,Yes,High,Excellent
22,65,Some,Yes,Low,Yes,Male,24,Visual,11,Often,79,42,Yes,High,Excellent
22,65,Some,No,Low,Yes,Male,24,Visual,11,Often,79,42,Yes,High,Excellent
22,65,Some,Yes,High,Yes,Male,24,Visual,11,Often,79,42,Yes,High,Excellent
22,65,Some,No,High,Yes,Male,24,Visual,11,Often,79,42,Yes,High,Excellent
26,91,Some,Yes,Medium,Yes,Female,21,Visual,5,Often,95,69,No,Medium,Good
26,91,Some,Yes,Medium,Yes,Female,23,Kinesthetic,18,Rarely,54,88,No,High,Fail
26,91,Some,Yes,Medium,Yes,Female,22,Kinesthetic,17,Often,80,89,Yes,High,Fail
26,91,Some,Yes,Low,Yes,Female,21,Visual,5,Often,95,69,No,Medium,Good
26,91,Some,Yes,Low,Yes,Female,23,Kinesthetic,18,Rarely,54,88,No,High,Fail
26,91,Some,Yes,Low,Yes,Female,22,Kinesthetic,17,Often,80,89,Yes,High,Fail
26,91,Some,No,Low,Yes,Female,21,Visual,5,Often,95,69,No,Medium,Good
26,91,Some,No,Low,Yes,Female,23,Kinesthetic,18,Rarely,54,88,No,High,Fail
26,91,Some,No,Low,Yes,Female,22,Kinesthetic,17,Often,80,89,Yes,High,Fail
17,87,Some,No,Medium,Yes,Male,26,Visual,3,Rarely,66,45,Yes,Low,Excellent
17,87,Some,No,Medium,Yes,Male,24,Auditory,18,Rarely,86,90,Yes,Low,Fail
17,87,Some,Yes,Medium,Yes,Male,26,Visual,3,Rarely,66,45,Yes,Low,Excellent
17,87,Some,Yes,Medium,Yes,Male,24,Auditory,18,Rarely,86,90,Yes,Low,Fail
17,87,Some,Yes,High,Yes,Male,26,Visual,3,Rarely,66,45,Yes,Low,Excellent
17,87,Some,Yes,High,Yes,Male,24,Auditory,18,Rarely,86,90,Yes,Low,Fail
17,87,Many,Yes,Medium,Yes,Male,26,Visual,3,Rarely,66,45,Yes,Low,Excellent
17,87,Many,Yes,Medium,Yes,Male,24,Auditory,18,Rarely,86,90,Yes,Low,Fail
17,87,Many,Yes,Low,Yes,Male,26,Visual,3,Rarely,66,45,Yes,Low,Excellent
17,87,Many,Yes,Low,Yes,Male,24,Auditory,18,Rarely,86,90,Yes,Low,Fail
17,87,Some,Yes,Low,Yes,Male,26,Visual,3,Rarely,66,45,Yes,Low,Excellent
17,87,Some,Yes,Low,Yes,Male,24,Auditory,18,Rarely,86,90,Yes,Low,Fail
19,65,Some,Yes,Low,Yes,Female,21,Visual,16,Often,60,46,Yes,High,Excellent
19,65,Many,Yes,Medium,Yes,Female,21,Visual,16,Often,60,46,Yes,High,Excellent
19,65,Some,Yes,Medium,Yes,Female,21,Visual,16,Often,60,46,Yes,High,Excellent
19,65,Many,Yes,Low,Yes,Female,21,Visual,16,Often,60,46,Yes,High,Excellent
19,65,Some,No,Low,Yes,Female,21,Visual,16,Often,60,46,Yes,High,Excellent
19,65,Some,No,Medium,Yes,Female,21,Visual,16,Often,60,46,Yes,High,Excellent
13,88,Many,Yes,High,Yes,Female,29,Visual,14,Often,84,88,Yes,Low,Fail
13,88,Many,Yes,High,Yes,Female,24,Visual,6,Often,79,47,No,High,Excellent
13,88,Some,Yes,Medium,Yes,Female,29,Visual,14,Often,84,88,Yes,Low,Fail
13,88,Some,Yes,Medium,Yes,Female,24,Visual,6,Often,79,47,No,High,Excellent
13,78,Many,Yes,High,Yes,Female,24,Kinesthetic,2,Often,96,50,No,High,Excellent
13,78,Many,Yes,High,Yes,Female,25,Kinesthetic,16,Rarely,62,42,No,High,Excellent
13,78,Many,Yes,High,Yes,Female,21,Kinesthetic,0,Often,63,54,No,High,Excellent
13,78,Many,Yes,High,Yes,Female,18,Visual,17,Often,100,71,Yes,Medium,Average
13,78,Some,Yes,Medium,Yes,Female,24,Kinesthetic,2,Often,96,50,No,High,Excellent
13,78,Some,Yes,Medium,Yes,Female,25,Kinesthetic,16,Rarely,62,42,No,High,Excellent
13,78,Some,Yes,Medium,Yes,Female,21,Kinesthetic,0,Often,63,54,No,High,Excellent
13,78,Some,Yes,Medium,Yes,Female,18,Visual,17,Often,100,71,Yes,Medium,Average
13,78,Some,Yes,Low,Yes,Female,24,Kinesthetic,2,Often,96,50,No,High,Excellent
13,78,Some,Yes,Low,Yes,Female,25,Kinesthetic,16,Rarely,62,42,No,High,Excellent
13,78,Some,Yes,Low,Yes,Female,21,Kinesthetic,0,Often,63,54,No,High,Excellent
13,78,Some,Yes,Low,Yes,Female,18,Visual,17,Often,100,71,Yes,Medium,Average
28,66,Many,Yes,Medium,Yes,Female,27,Kinesthetic,7,Rarely,79,97,Yes,High,Fail
28,66,Many,Yes,Medium,Yes,Female,20,Kinesthetic,14,Often,63,91,Yes,Medium,Fail
28,66,Many,Yes,Medium,Yes,Female,22,Auditory,5,Rarely,85,41,Yes,Medium,Excellent
28,66,Some,Yes,Medium,Yes,Female,27,Kinesthetic,7,Rarely,79,97,Yes,High,Fail
28,66,Some,Yes,Medium,Yes,Female,20,Kinesthetic,14,Often,63,91,Yes,Medium,Fail
28,66,Some,Yes,Medium,Yes,Female,22,Auditory,5,Rarely,85,41,Yes,Medium,Excellent
28,66,Some,No,Low,Yes,Female,27,Kinesthetic,7,Rarely,79,97,Yes,High,Fail
28,66,Some,No,Low,Yes,Female,20,Kinesthetic,14,Often,63,91,Yes,Medium,Fail
28,66,Some,No,Low,Yes,Female,22,Auditory,5,Rarely,85,41,Yes,Medium,Excellent
20,86,Some,Yes,Medium,Yes,Female,24,Kinesthetic,8,Often,89,53,No,Medium,Excellent
20,86,Some,Yes,High,Yes,Female,24,Kinesthetic,8,Often,89,53,No,Medium,Excellent
20,86,Many,No,Medium,Yes,Female,24,Kinesthetic,8,Often,89,53,No,Medium,Excellent
20,86,Some,No,Low,Yes,Female,24,Kinesthetic,8,Often,89,53,No,Medium,Excellent
20,86,Some,Yes,Low,Yes,Female,24,Kinesthetic,8,Often,89,53,No,Medium,Excellent
20,86,Some,No,Medium,Yes,Female,24,Kinesthetic,8,Often,89,53,No,Medium,Excellent
26,75,Many,Yes,High,Yes,Female,28,Auditory,18,Often,66,86,Yes,High,Fail
26,75,Some,No,Low,Yes,Female,28,Auditory,18,Often,66,86,Yes,High,Fail
26,75,Some,No,Medium,Yes,Female,28,Auditory,18,Often,66,86,Yes,High,Fail
26,75,Some,Yes,Medium,Yes,Female,28,Auditory,18,Often,66,86,Yes,High,Fail
26,75,Many,No,Medium,Yes,Female,28,Auditory,18,Often,66,86,Yes,High,Fail
22,98,Many,No,Low,No,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Many,No,Low,No,Male,29,Visual,16,Often,58,66,Yes,High,Good
22,98,Some,Yes,Medium,No,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Some,Yes,Medium,No,Male,29,Visual,16,Often,58,66,Yes,High,Good
22,98,Some,Yes,Medium,Yes,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Some,Yes,Medium,Yes,Male,29,Visual,16,Often,58,66,Yes,High,Good
22,98,Some,No,Low,Yes,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Some,No,Low,Yes,Male,29,Visual,16,Often,58,66,Yes,High,Good
22,98,Some,Yes,Low,Yes,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Some,Yes,Low,Yes,Male,29,Visual,16,Often,58,66,Yes,High,Good
22,98,Some,No,Medium,Yes,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Some,No,Medium,Yes,Male,29,Visual,16,Often,58,66,Yes,High,Good
22,98,Some,No,High,Yes,Male,19,Visual,20,Rarely,52,75,No,High,Average
22,98,Some,No,High,Yes,Male,29,Visual,16,Often,58,66,Yes,High,Good
16,73,Some,No,Medium,Yes,Female,24,Visual,20,Often,68,69,No,Medium,Good
16,73,Some,Yes,Medium,Yes,Female,24,Visual,20,Often,68,69,No,Medium,Good
16,73,Some,Yes,Low,Yes,Female,24,Visual,20,Often,68,69,No,Medium,Good
16,73,Many,Yes,Medium,Yes,Female,24,Visual,20,Often,68,69,No,Medium,Good
16,73,Many,Yes,Low,Yes,Female,24,Visual,20,Often,68,69,No,Medium,Good
29,96,Some,Yes,Medium,Yes,Female,28,Visual,5,Often,90,59,No,Low,Good
29,96,Some,Yes,Medium,Yes,Female,19,Kinesthetic,1,Often,72,90,No,Medium,Fail
29,96,Some,Yes,Medium,Yes,Female,20,Auditory,20,Often,50,84,No,High,Average
29,96,Many,Yes,Low,Yes,Female,28,Visual,5,Often,90,59,No,Low,Good
29,96,Many,Yes,Low,Yes,Female,19,Kinesthetic,1,Often,72,90,No,Medium,Fail
29,96,Many,Yes,Low,Yes,Female,20,Auditory,20,Often,50,84,No,High,Average
29,96,Many,No,High,No,Female,28,Visual,5,Often,90,59,No,Low,Good
29,96,Many,No,High,No,Female,19,Kinesthetic,1,Often,72,90,No,Medium,Fail
29,96,Many,No,High,No,Female,20,Auditory,20,Often,50,84,No,High,Average
29,96,Some,No,Low,Yes,Female,28,Visual,5,Often,90,59,No,Low,Good
29,96,Some,No,Low,Yes,Female,19,Kinesthetic,1,Often,72,90,No,Medium,Fail
29,96,Some,No,Low,Yes,Female,20,Auditory,20,Often,50,84,No,High,Average
20,71,Some,Yes,Medium,Yes,Male,25,Auditory,14,Rarely,68,81,Yes,Low,Average
20,71,Some,No,High,Yes,Male,25,Auditory,14,Rarely,68,81,Yes,Low,Average
20,71,Some,Yes,Medium,No,Male,25,Auditory,14,Rarely,68,81,Yes,Low,Average
20,71,Some,No,Medium,Yes,Male,25,Auditory,14,Rarely,68,81,Yes,Low,Average
29,92,Some,No,Medium,Yes,Male,26,Auditory,19,Often,96,60,Yes,High,Good
29,92,Some,No,Medium,Yes,Male,24,Auditory,8,Often,72,89,Yes,Medium,Fail
29,92,Some,Yes,Low,Yes,Male,26,Auditory,19,Often,96,60,Yes,High,Good
29,92,Some,Yes,Low,Yes,Male,24,Auditory,8,Often,72,89,Yes,Medium,Fail
25,70,Some,No,Medium,Yes,Male,23,Visual,19,Often,65,75,Yes,High,Average
25,70,Some,No,Medium,Yes,Male,24,Visual,7,Often,75,78,No,Low,Average
25,70,Some,Yes,Low,No,Male,23,Visual,19,Often,65,75,Yes,High,Average
25,70,Some,Yes,Low,No,Male,24,Visual,7,Often,75,78,No,Low,Average
25,70,Some,No,Low,Yes,Male,23,Visual,19,Often,65,75,Yes,High,Average
25,70,Some,No,Low,Yes,Male,24,Visual,7,Often,75,78,No,Low,Average
25,70,Some,No,Medium,No,Male,23,Visual,19,Often,65,75,Yes,High,Average
25,70,Some,No,Medium,No,Male,24,Visual,7,Often,75,78,No,Low,Average
21,77,Some,Yes,Medium,Yes,Female,23,Kinesthetic,20,Often,73,47,No,High,Excellent
21,77,Some,Yes,Medium,Yes,Female,18,Visual,1,Often,97,50,Yes,High,Excellent
21,77,Many,Yes,Low,No,Female,23,Kinesthetic,20,Often,73,47,No,High,Excellent
21,77,Many,Yes,Low,No,Female,18,Visual,1,Often,97,50,Yes,High,Excellent
21,77,Some,No,High,Yes,Female,23,Kinesthetic,20,Often,73,47,No,High,Excellent
21,77,Some,No,High,Yes,Female,18,Visual,1,Often,97,50,Yes,High,Excellent
21,77,Some,Yes,Low,Yes,Female,23,Kinesthetic,20,Often,73,47,No,High,Excellent
21,77,Some,Yes,Low,Yes,Female,18,Visual,1,Often,97,50,Yes,High,Excellent
21,77,Some,No,Low,Yes,Female,23,Kinesthetic,20,Often,73,47,No,High,Excellent
21,77,Some,No,Low,Yes,Female,18,Visual,1,Often,97,50,Yes,High,Excellent
18,81,Some,Yes,Medium,Yes,Male,25,Auditory,2,Often,65,87,Yes,Low,Fail
18,81,Some,Yes,Medium,Yes,Male,23,Visual,3,Rarely,95,77,Yes,High,Average
18,81,Some,Yes,High,Yes,Male,25,Auditory,2,Often,65,87,Yes,Low,Fail
18,81,Some,Yes,High,Yes,Male,23,Visual,3,Rarely,95,77,Yes,High,Average
18,81,Some,Yes,Low,Yes,Male,25,Auditory,2,Often,65,87,Yes,Low,Fail
18,81,Some,Yes,Low,Yes,Male,23,Visual,3,Rarely,95,77,Yes,High,Average
8,61,Some,Yes,Medium,Yes,Female,25,Kinesthetic,8,Often,70,73,No,High,Average
8,61,Some,Yes,Medium,Yes,Female,27,Kinesthetic,11,Rarely,92,84,No,Low,Average
19,69,Many,Yes,High,Yes,Female,18,Visual,1,Rarely,71,96,No,Low,Fail
19,69,Many,Yes,High,Yes,Female,28,Visual,2,Rarely,68,84,No,High,Average
